std,128,1048576,1802
SSE,128,1048576,666
binsearch,128,1048576,16
std,256,1048576,1803
SSE,256,1048576,670
binsearch,256,1048576,37
std,384,1048576,1807
SSE,384,1048576,672
binsearch,384,1048576,53
std,512,1048576,1807
SSE,512,1048576,674
binsearch,512,1048576,69
std,640,1048576,1816
SSE,640,1048576,684
binsearch,640,1048576,84
std,768,1048576,1817
SSE,768,1048576,685
binsearch,768,1048576,97
std,896,1048576,1820
SSE,896,1048576,690
binsearch,896,1048576,112
std,1024,1048576,1822
SSE,1024,1048576,692
binsearch,1024,1048576,127
std,1152,1048576,1824
SSE,1152,1048576,695
binsearch,1152,1048576,146
std,1280,1048576,1825
SSE,1280,1048576,705
binsearch,1280,1048576,159
std,2560,1048576,1844
SSE,2560,1048576,738
binsearch,2560,1048576,433
std,6400,1048576,1889
SSE,6400,1048576,819
binsearch,6400,1048576,1009
std,1024,1048576,1823
SSE,1024,1048576,698
binsearch,1024,1048576,127
std,2048,1048576,1837
SSE,2048,1048576,724
binsearch,2048,1048576,319
std,3072,1048576,1851
SSE,3072,1048576,750
binsearch,3072,1048576,549
std,4096,1048576,1863
SSE,4096,1048576,770
binsearch,4096,1048576,719
std,5120,1048576,1875
SSE,5120,1048576,796
binsearch,5120,1048576,863
std,6144,1048576,1888
SSE,6144,1048576,817
binsearch,6144,1048576,982
std,7168,1048576,1900
SSE,7168,1048576,836
binsearch,7168,1048576,1092
std,8192,1048576,1913
SSE,8192,1048576,857
binsearch,8192,1048576,1180
std,9216,1048576,1927
SSE,9216,1048576,876
binsearch,9216,1048576,1274
std,10240,1048576,1938
SSE,10240,1048576,893
binsearch,10240,1048576,1349
std,20480,1048576,2059
SSE,20480,1048576,1100
binsearch,20480,1048576,1892
std,51200,1048576,2388
SSE,51200,1048576,1741
binsearch,51200,1048576,2878
